location,target_end_date,observed,trend
PT,2020-07-18,30,Stable
RO,2020-07-18,138,Increasing
SE,2020-07-18,93,Decreasing
SI,2020-07-18,0,Stable
SK,2020-07-18,0,Stable
AT,2020-07-25,11,Stable
BE,2020-07-25,21,Decreasing
BG,2020-07-25,39,Increasing
CH,2020-07-25,7,Increasing
CY,2020-07-25,0,Stable
CZ,2020-07-25,11,Increasing
DE,2020-07-25,35,Decreasing
DK,2020-07-25,2,Stable
EE,2020-07-25,0,Stable
ES,2020-07-25,12,Decreasing
FI,2020-07-25,1,Stable
FR,2020-07-25,33,Decreasing
GB,2020-07-25,198,Decreasing
GR,2020-07-25,7,Increasing
HR,2020-07-25,13,Increasing
HU,2020-07-25,0,Decreasing
IE,2020-07-25,11,Increasing
IS,2020-07-25,0,Stable
IT,2020-07-25,60,Decreasing
LI,2020-07-25,0,Stable
LT,2020-07-25,0,Decreasing
LU,2020-07-25,1,Increasing
LV,2020-07-25,0,Stable
MT,2020-07-25,0,Stable
NL,2020-07-25,4,NA
NO,2020-07-25,0,Decreasing
PL,2020-07-25,46,Decreasing
PT,2020-07-25,32,Decreasing
RO,2020-07-25,156,Stable
SE,2020-07-25,78,Decreasing
SI,2020-07-25,5,Increasing
SK,2020-07-25,0,Stable
AT,2020-08-01,10,Increasing
BE,2020-08-01,24,Increasing
BG,2020-08-01,47,Increasing
CH,2020-08-01,6,Increasing
CY,2020-08-01,0,Stable
CZ,2020-08-01,14,Increasing
DE,2020-08-01,30,Decreasing
DK,2020-08-01,2,Decreasing
EE,2020-08-01,0,Stable
ES,2020-08-01,13,Decreasing
FI,2020-08-01,2,Increasing
FR,2020-08-01,68,Decreasing
GB,2020-08-01,172,Decreasing
GR,2020-08-01,5,Increasing
HR,2020-08-01,12,Increasing
HU,2020-08-01,1,Decreasing
IE,2020-08-01,NA,NA
IS,2020-08-01,0,Stable
IT,2020-08-01,44,Decreasing
LI,2020-08-01,0,Stable
LT,2020-08-01,0,Stable
LU,2020-08-01,4,Increasing
LV,2020-08-01,1,Increasing
MT,2020-08-01,0,Stable
NL,2020-08-01,8,NA
NO,2020-08-01,0,Decreasing
PL,2020-08-01,57,Stable
PT,2020-08-01,21,Decreasing
RO,2020-08-01,214,Increasing
SE,2020-08-01,46,Decreasing
SI,2020-08-01,3,Increasing
SK,2020-08-01,1,Increasing
AT,2020-08-08,14,Increasing
BE,2020-08-08,25,Increasing
BG,2020-08-08,60,Increasing
CH,2020-08-08,5,Increasing
CY,2020-08-08,0,Stable
CZ,2020-08-08,6,Stable
DE,2020-08-08,47,Increasing
DK,2020-08-08,2,Stable
EE,2020-08-08,NA,NA
ES,2020-08-08,58,Increasing
FI,2020-08-08,1,Increasing
FR,2020-08-08,54,Decreasing
GB,2020-08-08,147,Decreasing
GR,2020-08-08,5,Increasing
HR,2020-08-08,12,Increasing
HU,2020-08-08,5,Increasing
IE,2020-08-08,9,NA
IS,2020-08-08,0,Stable
IT,2020-08-08,57,Decreasing
LI,2020-08-08,0,Stable
LT,2020-08-08,1,Stable
LU,2020-08-08,4,Increasing
LV,2020-08-08,0,Decreasing
MT,2020-08-08,0,Stable
NL,2020-08-08,9,NA
NO,2020-08-08,1,Decreasing
PL,2020-08-08,79,Increasing
PT,2020-08-08,13,Decreasing
RO,2020-08-08,280,Increasing
SE,2020-08-08,20,Decreasing
SI,2020-08-08,7,Increasing
SK,2020-08-08,2,Increasing
AT,2020-08-15,14,Increasing
BE,2020-08-15,65,Increasing
BG,2020-08-15,50,Increasing
CH,2020-08-15,5,Decreasing
CY,2020-08-15,1,Increasing
CZ,2020-08-15,6,Decreasing
DE,2020-08-15,36,Stable
DK,2020-08-15,4,Increasing
EE,2020-08-15,0,NA
ES,2020-08-15,114,Increasing
FI,2020-08-15,0,Decreasing
FR,2020-08-15,78,Increasing
GB,2020-08-15,152,Decreasing
GR,2020-08-15,15,Increasing
HR,2020-08-15,8,Decreasing
HU,2020-08-15,5,Increasing
IE,2020-08-15,2,NA
IS,2020-08-15,0,Stable
IT,2020-08-15,189,Increasing
LI,2020-08-15,0,Stable
LT,2020-08-15,0,Stable
LU,2020-08-15,3,Increasing
LV,2020-08-15,0,Stable
MT,2020-08-15,0,Stable
NL,2020-08-15,12,Increasing
NO,2020-08-15,5,Increasing
PL,2020-08-15,69,Increasing
PT,2020-08-15,25,Decreasing
RO,2020-08-15,295,Increasing
SE,2020-08-15,20,Decreasing
SI,2020-08-15,3,Decreasing
SK,2020-08-15,0,Stable
AT,2020-08-22,10,Stable
BE,2020-08-22,53,Increasing
BG,2020-08-22,44,Stable
CH,2020-08-22,4,Decreasing
CY,2020-08-22,1,Increasing
CZ,2020-08-22,16,Increasing
DE,2020-08-22,36,Increasing
DK,2020-08-22,1,Decreasing
EE,2020-08-22,0,NA
ES,2020-08-22,221,Increasing
FI,2020-08-22,1,Decreasing
FR,2020-08-22,100,Increasing
GB,2020-08-22,102,Decreasing
GR,2020-08-22,14,Increasing
HR,2020-08-22,5,Decreasing
HU,2020-08-22,4,Increasing
IE,2020-08-22,3,NA
IS,2020-08-22,0,Stable
IT,2020-08-22,38,Stable
LI,2020-08-22,0,Stable
LT,2020-08-22,3,Increasing
LU,2020-08-22,1,Decreasing
LV,2020-08-22,1,Stable
MT,2020-08-22,1,Increasing
NL,2020-08-22,31,Increasing
NO,2020-08-22,3,Increasing
PL,2020-08-22,82,Increasing
PT,2020-08-22,19,Stable
RO,2020-08-22,279,Increasing
SE,2020-08-22,27,Decreasing
SI,2020-08-22,2,Decreasing
SK,2020-08-22,2,Increasing
AT,2020-08-29,12,Decreasing
BE,2020-08-29,NA,NA
BG,2020-08-29,66,Stable
CH,2020-08-29,4,Decreasing
CY,2020-08-29,0,Stable
CZ,2020-08-29,10,Increasing
DE,2020-08-29,22,Decreasing
DK,2020-08-29,2,Stable
EE,2020-08-29,1,NA
ES,2020-08-29,173,Increasing
FI,2020-08-29,0,Decreasing
FR,2020-08-29,89,Increasing
GB,2020-08-29,97,Decreasing
GR,2020-08-29,20,Increasing
HR,2020-08-29,13,Stable
HU,2020-08-29,3,Decreasing
IE,2020-08-29,0,Decreasing
IS,2020-08-29,0,Stable
IT,2020-08-29,43,Stable
LI,2020-08-29,0,Stable
LT,2020-08-29,2,Increasing
LU,2020-08-29,0,Decreasing
LV,2020-08-29,1,Increasing
MT,2020-08-29,0,Stable
NL,2020-08-29,24,Increasing
NO,2020-08-29,0,Decreasing
PL,2020-08-29,81,Stable
PT,2020-08-29,24,Increasing
RO,2020-08-29,306,Stable
SE,2020-08-29,11,Decreasing
SI,2020-08-29,2,Decreasing
SK,2020-08-29,0,Decreasing
AT,2020-09-05,9,Decreasing
BE,2020-09-05,15,NA
BG,2020-09-05,66,Increasing
CH,2020-09-05,7,Increasing
CY,2020-09-05,0,Decreasing
CZ,2020-09-05,10,Increasing
DE,2020-09-05,35,Stable
DK,2020-09-05,3,Decreasing
EE,2020-09-05,0,Stable
ES,2020-09-05,407,Increasing
FI,2020-09-05,3,Increasing
FR,2020-09-05,82,Stable
GB,2020-09-05,93,Decreasing
GR,2020-09-05,20,Increasing
HR,2020-09-05,14,Increasing
HU,2020-09-05,10,Increasing
IE,2020-09-05,0,Decreasing
IS,2020-09-05,0,Stable
IT,2020-09-05,61,Decreasing
LI,2020-09-05,0,Stable
LT,2020-09-05,0,Stable
LU,2020-09-05,0,Decreasing
LV,2020-09-05,1,Increasing
MT,2020-09-05,4,Increasing
NL,2020-09-05,17,Increasing
NO,2020-09-05,0,Decreasing
PL,2020-09-05,81,Increasing
PT,2020-09-05,20,Decreasing
RO,2020-09-05,311,Stable
SE,2020-09-05,14,Decreasing
SI,2020-09-05,2,Decreasing
SK,2020-09-05,4,Increasing
AT,2020-09-12,14,Increasing
BE,2020-09-12,17,NA
BG,2020-09-12,46,Stable
CH,2020-09-12,17,Increasing
CY,2020-09-12,0,Decreasing
CZ,2020-09-12,22,Increasing
DE,2020-09-12,23,Decreasing
DK,2020-09-12,3,Increasing
EE,2020-09-12,0,Stable
ES,2020-09-12,329,Increasing
FI,2020-09-12,6,Increasing
FR,2020-09-12,204,Increasing
GB,2020-09-12,126,Increasing
GR,2020-09-12,22,Increasing
HR,2020-09-12,21,Increasing
HU,2020-09-12,9,Increasing
IE,2020-09-12,6,Increasing
IS,2020-09-12,0,Stable
IT,2020-09-12,69,Increasing
LI,2020-09-12,0,Stable
LT,2020-09-12,1,Decreasing
LU,2020-09-12,0,Decreasing
LV,2020-09-12,0,Decreasing
MT,2020-09-12,1,Stable
NL,2020-09-12,12,Decreasing
NO,2020-09-12,1,Decreasing
PL,2020-09-12,69,Decreasing
PT,2020-09-12,22,Stable
RO,2020-09-12,277,Stable
SE,2020-09-12,11,Decreasing
SI,2020-09-12,0,Decreasing
SK,2020-09-12,1,Decreasing
AT,2020-09-19,21,Increasing
BE,2020-09-19,21,NA
BG,2020-09-19,38,Decreasing
CH,2020-09-19,20,Increasing
CY,2020-09-19,1,Increasing
CZ,2020-09-19,46,Increasing
DE,2020-09-19,37,Increasing
DK,2020-09-19,5,Increasing
EE,2020-09-19,0,Decreasing
ES,2020-09-19,748,Increasing
FI,2020-09-19,2,Increasing
FR,2020-09-19,358,Increasing
GB,2020-09-19,191,Increasing
GR,2020-09-19,29,Increasing
HR,2020-09-19,26,Increasing
HU,2020-09-19,42,Increasing
IE,2020-09-19,9,Increasing
IS,2020-09-19,0,Stable
IT,2020-09-19,89,Increasing
LI,2020-09-19,0,Stable
LT,2020-09-19,1,Decreasing
LU,2020-09-19,0,Stable
LV,2020-09-19,1,Stable
MT,2020-09-19,4,Increasing
NL,2020-09-19,22,Stable
NO,2020-09-19,2,Increasing
PL,2020-09-19,100,Increasing
PT,2020-09-19,39,Increasing
RO,2020-09-19,275,Stable
SE,2020-09-19,19,Increasing
SI,2020-09-19,6,Increasing
SK,2020-09-19,1,Increasing
AT,2020-09-26,30,Increasing
BE,2020-09-26,30,Increasing
BG,2020-09-26,34,Decreasing
CH,2020-09-26,13,Increasing
CY,2020-09-26,0,Stable
CZ,2020-09-26,92,Increasing
DE,2020-09-26,68,Increasing
DK,2020-09-26,13,Increasing
EE,2020-09-26,0,Stable
ES,2020-09-26,737,Increasing
FI,2020-09-26,4,Increasing
FR,2020-09-26,407,Increasing
GB,2020-09-26,288,Increasing
GR,2020-09-26,45,Increasing
HR,2020-09-26,25,Increasing
HU,2020-09-26,55,Increasing
IE,2020-09-26,10,Increasing
IS,2020-09-26,0,Stable
IT,2020-09-26,126,Increasing
LI,2020-09-26,0,Stable
LT,2020-09-26,3,Increasing
LU,2020-09-26,0,Stable
LV,2020-09-26,0,Decreasing
MT,2020-09-26,12,Increasing
NL,2020-09-26,91,Increasing
NO,2020-09-26,3,Increasing
PL,2020-09-26,142,Increasing
PT,2020-09-26,45,Increasing
RO,2020-09-26,285,Stable
SE,2020-09-26,15,Stable
SI,2020-09-26,5,Increasing
SK,2020-09-26,5,Increasing
AT,2020-10-03,35,Increasing
BE,2020-10-03,70,Increasing
BG,2020-10-03,52,Increasing
CH,2020-10-03,10,Decreasing
CY,2020-10-03,0,Stable
CZ,2020-10-03,120,Increasing
DE,2020-10-03,75,Increasing
DK,2020-10-03,6,Increasing
EE,2020-10-03,3,Increasing
ES,2020-10-03,854,Increasing
FI,2020-10-03,2,Decreasing
FR,2020-10-03,455,Increasing
GB,2020-10-03,435,Increasing
GR,2020-10-03,29,Increasing
HR,2020-10-03,24,Stable
HU,2020-10-03,82,Increasing
IE,2020-10-03,8,Increasing
IS,2020-10-03,0,Stable
IT,2020-10-03,150,Increasing
LI,2020-10-03,0,Stable
LT,2020-10-03,6,Increasing
LU,2020-10-03,1,Increasing
LV,2020-10-03,2,Increasing
MT,2020-10-03,7,Increasing
NL,2020-10-03,83,Increasing
NO,2020-10-03,5,Increasing
PL,2020-10-03,180,Increasing
PT,2020-10-03,51,Increasing
RO,2020-10-03,260,Stable
SE,2020-10-03,15,Increasing
SI,2020-10-03,9,Increasing
SK,2020-10-03,10,Increasing
AT,2020-10-10,61,Increasing
BE,2020-10-10,131,Increasing
BG,2020-10-10,50,Increasing
CH,2020-10-10,14,Decreasing
CY,2020-10-10,3,Increasing
CZ,2020-10-10,237,Increasing
DE,2020-10-10,77,Increasing
DK,2020-10-10,13,Increasing
EE,2020-10-10,1,Increasing
ES,2020-10-10,843,Stable
FI,2020-10-10,5,Increasing
FR,2020-10-10,462,Increasing
GB,2020-10-10,625,Increasing
GR,2020-10-10,31,Stable
HR,2020-10-10,24,Stable
HU,2020-10-10,121,Increasing
IE,2020-10-10,14,Increasing
IS,2020-10-10,0,Stable
IT,2020-10-10,172,Increasing
LI,2020-10-10,0,Stable
LT,2020-10-10,7,Increasing
LU,2020-10-10,6,Increasing
LV,2020-10-10,2,Increasing
MT,2020-10-10,3,Stable
NL,2020-10-10,118,Increasing
NO,2020-10-10,0,Decreasing
PL,2020-10-10,368,Increasing
PT,2020-10-10,72,Increasing
RO,2020-10-10,411,Increasing
SE,2020-10-10,NA,NA
SI,2020-10-10,12,Increasing
SK,2020-10-10,7,Increasing
AT,2020-10-17,63,Increasing
BE,2020-10-17,217,Increasing
BG,2020-10-17,77,Increasing
CH,2020-10-17,46,Increasing
CY,2020-10-17,0,Stable
CZ,2020-10-17,404,Increasing
DE,2020-10-17,163,Increasing
DK,2020-10-17,12,Stable
EE,2020-10-17,0,Stable
ES,2020-10-17,846,Stable
FI,2020-10-17,6,Increasing
FR,2020-10-17,688,Increasing
GB,2020-10-17,990,Increasing
GR,2020-10-17,64,Increasing
HR,2020-10-17,38,Increasing
HU,2020-10-17,176,Increasing
IE,2020-10-17,25,Increasing
IS,2020-10-17,1,Increasing
IT,2020-10-17,334,Increasing
LI,2020-10-17,0,Stable
LT,2020-10-17,11,Increasing
LU,2020-10-17,2,Increasing
LV,2020-10-17,3,Increasing
MT,2020-10-17,4,Decreasing
NL,2020-10-17,170,Increasing
NO,2020-10-17,3,Stable
PL,2020-10-17,552,Increasing
PT,2020-10-17,95,Increasing
RO,2020-10-17,454,Increasing
SE,2020-10-17,24,NA
SI,2020-10-17,17,Increasing
SK,2020-10-17,21,Increasing
AT,2020-10-24,102,Increasing
BE,2020-10-24,345,Increasing
BG,2020-10-24,116,Increasing
CH,2020-10-24,123,Increasing
CY,2020-10-24,0,Stable
CZ,2020-10-24,725,Increasing
DE,2020-10-24,236,Increasing
DK,2020-10-24,21,Increasing
EE,2020-10-24,5,Increasing
ES,2020-10-24,977,Stable
FI,2020-10-24,5,Increasing
FR,2020-10-24,1243,Increasing
GB,2020-10-24,1488,Increasing
GR,2020-10-24,64,Increasing
HR,2020-10-24,74,Increasing
HU,2020-10-24,281,Increasing
IE,2020-10-24,33,Increasing
IS,2020-10-24,0,Stable
IT,2020-10-24,736,Increasing
LI,2020-10-24,0,Stable
LT,2020-10-24,18,Increasing
LU,2020-10-24,8,Increasing
LV,2020-10-24,11,Increasing
MT,2020-10-24,5,Decreasing
NL,2020-10-24,282,Increasing
NO,2020-10-24,1,Decreasing
PL,2020-10-24,827,Increasing
PT,2020-10-24,135,Increasing
RO,2020-10-24,506,Increasing
SE,2020-10-24,15,NA
SI,2020-10-24,51,Increasing
SK,2020-10-24,77,Increasing
AT,2020-10-31,194,Increasing
BE,2020-10-31,888,Increasing
BG,2020-10-31,195,Increasing
CH,2020-10-31,282,Increasing
CY,2020-10-31,0,Decreasing
CZ,2020-10-31,1174,Increasing
DE,2020-10-31,449,Increasing
DK,2020-10-31,21,Increasing
EE,2020-10-31,0,Decreasing
ES,2020-10-31,1126,Increasing
FI,2020-10-31,3,Decreasing
FR,2020-10-31,2125,Increasing
GB,2020-10-31,2115,Increasing
GR,2020-10-31,62,Increasing
HR,2020-10-31,117,Increasing
HU,2020-10-31,360,Increasing
IE,2020-10-31,31,Increasing
IS,2020-10-31,1,Increasing
IT,2020-10-31,1408,Increasing
LI,2020-10-31,2,Increasing
LT,2020-10-31,36,Increasing
LU,2020-10-31,11,Increasing
LV,2020-10-31,17,Increasing
MT,2020-10-31,12,Increasing
NL,2020-10-31,376,Increasing
NO,2020-10-31,3,Increasing
PL,2020-10-31,1280,Increasing
PT,2020-10-31,210,Increasing
RO,2020-10-31,650,Increasing
SE,2020-10-31,5,NA
SI,2020-10-31,103,Increasing
SK,2020-10-31,60,Increasing
AT,2020-11-07,349,Increasing
BE,2020-11-07,1282,Increasing
BG,2020-11-07,353,Increasing
CH,2020-11-07,530,Increasing
CY,2020-11-07,1,Increasing
CZ,2020-11-07,1430,Increasing
DE,2020-11-07,774,Increasing
DK,2020-11-07,19,Increasing
EE,2020-11-07,0,Stable
ES,2020-11-07,2955,Increasing
FI,2020-11-07,2,Decreasing
FR,2020-11-07,3366,Increasing
GB,2020-11-07,2636,Increasing
GR,2020-11-07,123,Increasing
HR,2020-11-07,206,Increasing
HU,2020-11-07,607,Increasing
IE,2020-11-07,32,Increasing
IS,2020-11-07,6,Increasing
IT,2020-11-07,2445,Increasing
LI,2020-11-07,0,Stable
LT,2020-11-07,43,Increasing
LU,2020-11-07,28,Increasing
LV,2020-11-07,25,Increasing
MT,2020-11-07,12,Increasing
NL,2020-11-07,565,Increasing
NO,2020-11-07,3,Stable
PL,2020-11-07,2005,Increasing
PT,2020-11-07,341,Increasing
RO,2020-11-07,825,Increasing
SE,2020-11-07,84,Increasing
SI,2020-11-07,193,Increasing
SK,2020-11-07,132,Increasing
AT,2020-11-14,518,Increasing
BE,2020-11-14,1396,Increasing
BG,2020-11-14,459,Increasing
CH,2020-11-14,659,Increasing
CY,2020-11-14,12,Increasing
CZ,2020-11-14,1377,Increasing
DE,2020-11-14,1152,Increasing
DK,2020-11-14,17,Decreasing
EE,2020-11-14,7,Increasing
ES,2020-11-14,1936,Increasing
FI,2020-11-14,24,Increasing
FR,2020-11-14,4064,Increasing
GB,2020-11-14,3084,Increasing
GR,2020-11-14,286,Increasing
HR,2020-11-14,254,Increasing
HU,2020-11-14,633,Increasing
IE,2020-11-14,33,Stable
IS,2020-11-14,7,Increasing
IT,2020-11-14,3620,Increasing
LI,2020-11-14,2,Increasing
LT,2020-11-14,86,Increasing
LU,2020-11-14,39,Increasing
LV,2020-11-14,25,Increasing
MT,2020-11-14,21,Increasing
NL,2020-11-14,483,Increasing
NO,2020-11-14,9,Increasing
PL,2020-11-14,2409,Increasing
PT,2020-11-14,457,Increasing
RO,2020-11-14,1020,Increasing
SE,2020-11-14,142,Increasing
SI,2020-11-14,234,Increasing
SK,2020-11-14,159,Increasing
AT,2020-11-21,701,Increasing
BE,2020-11-21,1219,Increasing
BG,2020-11-21,729,Increasing
CH,2020-11-21,668,Increasing
CY,2020-11-21,5,Increasing
CZ,2020-11-21,1037,Stable
DE,2020-11-21,1506,Increasing
DK,2020-11-21,24,Increasing
EE,2020-11-21,7,Increasing
ES,2020-11-21,1850,Increasing
FI,2020-11-21,18,Increasing
FR,2020-11-21,4257,Increasing
GB,2020-11-21,3336,Increasing
GR,2020-11-21,492,Increasing
HR,2020-11-21,298,Increasing
HU,2020-11-21,699,Increasing
IE,2020-11-21,44,Increasing
IS,2020-11-21,1,Stable
IT,2020-11-21,4578,Increasing
LI,2020-11-21,4,Increasing
LT,2020-11-21,131,Increasing
LU,2020-11-21,41,Increasing
LV,2020-11-21,32,Increasing
MT,2020-11-21,16,Increasing
NL,2020-11-21,427,Stable
NO,2020-11-21,12,Increasing
PL,2020-11-21,3243,Increasing
PT,2020-11-21,519,Increasing
RO,2020-11-21,1103,Increasing
SE,2020-11-21,242,Increasing
SI,2020-11-21,261,Increasing
SK,2020-11-21,134,Increasing
AT,2020-11-28,819,Increasing
BE,2020-11-28,939,Decreasing
BG,2020-11-28,929,Increasing
CH,2020-11-28,622,Stable
CY,2020-11-28,5,Increasing
CZ,2020-11-28,959,Decreasing
DE,2020-11-28,2081,Increasing
DK,2020-11-28,42,Increasing
EE,2020-11-28,22,Increasing
ES,2020-11-28,2049,Decreasing
FI,2020-11-28,41,Increasing
FR,2020-11-28,3597,Stable
GB,2020-11-28,3422,Increasing
GR,2020-11-28,696,Increasing
HR,2020-11-28,351,Increasing
HU,2020-11-28,827,Increasing
IE,2020-11-28,28,Stable
IS,2020-11-28,0,Decreasing
IT,2020-11-28,5102,Increasing
LI,2020-11-28,8,Increasing
LT,2020-11-28,158,Increasing
LU,2020-11-28,40,Increasing
LV,2020-11-28,40,Increasing
MT,2020-11-28,21,Increasing
NL,2020-11-28,456,Decreasing
NO,2020-11-28,22,Increasing
PL,2020-11-28,3458,Increasing
PT,2020-11-28,539,Increasing
RO,2020-11-28,1129,Increasing
SE,2020-11-28,275,Increasing
SI,2020-11-28,310,Increasing
SK,2020-11-28,154,Increasing
AT,2020-12-05,949,Increasing
BE,2020-12-05,793,Decreasing
BG,2020-12-05,980,Increasing
CH,2020-12-05,637,Stable
CY,2020-12-05,9,Decreasing
CZ,2020-12-05,761,Decreasing
DE,2020-12-05,2552,Increasing
DK,2020-12-05,55,Increasing
EE,2020-12-05,17,Increasing
ES,2020-12-05,1584,Decreasing
FI,2020-12-05,36,Increasing
FR,2020-12-05,2851,Decreasing
GB,2020-12-05,3215,Stable
GR,2020-12-05,679,Increasing
HR,2020-12-05,447,Increasing
HU,2020-12-05,1190,Increasing
IE,2020-12-05,49,Increasing
IS,2020-12-05,1,Decreasing
IT,2020-12-05,5151,Increasing
LI,2020-12-05,1,Decreasing
LT,2020-12-05,194,Increasing
LU,2020-12-05,45,Increasing
LV,2020-12-05,60,Increasing
MT,2020-12-05,17,Decreasing
NL,2020-12-05,336,Decreasing
NO,2020-12-05,26,Increasing
PL,2020-12-05,3115,Increasing
PT,2020-12-05,513,Stable
RO,2020-12-05,1141,Stable
SE,2020-12-05,386,Increasing
SI,2020-12-05,364,Increasing
SK,2020-12-05,183,Increasing
AT,2020-12-12,872,Increasing
BE,2020-12-12,538,Decreasing
BG,2020-12-12,897,Increasing
CH,2020-12-12,643,Stable
CY,2020-12-12,18,Increasing
CZ,2020-12-12,635,Decreasing
DE,2020-12-12,2949,Increasing
DK,2020-12-12,57,Increasing
EE,2020-12-12,22,Increasing
ES,2020-12-12,1372,Decreasing
FI,2020-12-12,46,Increasing
FR,2020-12-12,2774,Decreasing
GB,2020-12-12,3297,Stable
GR,2020-12-12,638,Increasing
HR,2020-12-12,460,Increasing
HU,2020-12-12,1078,Increasing
IE,2020-12-12,24,Decreasing
IS,2020-12-12,1,Stable
IT,2020-12-12,4522,Stable
LI,2020-12-12,3,Decreasing
LT,2020-12-12,222,Increasing
LU,2020-12-12,47,Stable
LV,2020-12-12,71,Increasing
MT,2020-12-12,17,Stable
NL,2020-12-12,357,Decreasing
NO,2020-12-12,33,Increasing
PL,2020-12-12,2815,Stable
PT,2020-12-12,585,Stable
RO,2020-12-12,1078,Stable
SE,2020-12-12,447,Increasing
SI,2020-12-12,341,Increasing
SK,2020-12-12,167,Increasing
AT,2020-12-19,776,Stable
BE,2020-12-19,753,Decreasing
BG,2020-12-19,925,Stable
CH,2020-12-19,666,Stable
CY,2020-12-19,13,Increasing
CZ,2020-12-19,821,Decreasing
DE,2020-12-19,4174,Increasing
DK,2020-12-19,84,Increasing
EE,2020-12-19,22,Stable
ES,2020-12-19,1302,Decreasing
FI,2020-12-19,36,Stable
FR,2020-12-19,2652,Decreasing
GB,2020-12-19,3678,Stable
GR,2020-12-19,562,Decreasing
HR,2020-12-19,539,Increasing
HU,2020-12-19,1130,Increasing
IE,2020-12-19,31,Stable
IS,2020-12-19,0,Stable
IT,2020-12-19,4411,Stable
LI,2020-12-19,5,Decreasing
LT,2020-12-19,282,Increasing
LU,2020-12-19,42,Stable
LV,2020-12-19,103,Increasing
MT,2020-12-19,21,Stable
NL,2020-12-19,440,Stable
NO,2020-12-19,17,Decreasing
PL,2020-12-19,2578,Decreasing
PT,2020-12-19,602,Stable
RO,2020-12-19,1032,Stable
SE,2020-12-19,479,Increasing
SI,2020-12-19,273,Stable
SK,2020-12-19,362,Increasing
AT,2020-12-26,671,Decreasing
BE,2020-12-26,613,Decreasing
BG,2020-12-26,572,Decreasing
CH,2020-12-26,629,Stable
CY,2020-12-26,22,Increasing
CZ,2020-12-26,679,Stable
DE,2020-12-26,3782,Increasing
DK,2020-12-26,134,Increasing
EE,2020-12-26,34,Increasing
ES,2020-12-26,898,Decreasing
FI,2020-12-26,24,Decreasing
FR,2020-12-26,2153,Decreasing
GB,2020-12-26,4374,Increasing
GR,2020-12-26,451,Decreasing
HR,2020-12-26,512,Stable
HU,2020-12-26,1037,Stable
IE,2020-12-26,46,Stable
IS,2020-12-26,0,Decreasing
IT,2020-12-26,3173,Decreasing
LI,2020-12-26,12,Increasing
LT,2020-12-26,307,Increasing
LU,2020-12-26,24,Decreasing
LV,2020-12-26,88,Increasing
MT,2020-12-26,19,Stable
NL,2020-12-26,511,Increasing
NO,2020-12-26,17,Decreasing
PL,2020-12-26,1807,Decreasing
PT,2020-12-26,493,Stable
RO,2020-12-26,812,Decreasing
SE,2020-12-26,286,Decreasing
SI,2020-12-26,218,Decreasing
SK,2020-12-26,222,Increasing
AT,2021-01-02,551,Decreasing
BE,2021-01-02,486,Stable
BG,2021-01-02,521,Decreasing
CH,2021-01-02,577,Stable
CY,2021-01-02,18,Stable
CZ,2021-01-02,877,Increasing
DE,2021-01-02,4538,Increasing
DK,2021-01-02,192,Increasing
EE,2021-01-02,37,Increasing
ES,2021-01-02,1013,Decreasing
FI,2021-01-02,24,Decreasing
FR,2021-01-02,2346,Decreasing
GB,2021-01-02,5380,Increasing
GR,2021-01-02,368,Decreasing
HR,2021-01-02,403,Stable
HU,2021-01-02,830,Decreasing
IE,2021-01-02,52,Increasing
IS,2021-01-02,1,Stable
IT,2021-01-02,3365,Decreasing
LI,2021-01-02,6,Increasing
LT,2021-01-02,317,Increasing
LU,2021-01-02,37,Decreasing
LV,2021-01-02,153,Increasing
MT,2021-01-02,14,Decreasing
NL,2021-01-02,595,Increasing
NO,2021-01-02,15,Decreasing
PL,2021-01-02,1997,Decreasing
PT,2021-01-02,489,Decreasing
RO,2021-01-02,811,Decreasing
SE,2021-01-02,448,Stable
SI,2021-01-02,242,Decreasing
SK,2021-01-02,518,Increasing
AT,2021-01-09,472,Decreasing
BE,2021-01-09,394,Decreasing
BG,2021-01-09,453,Decreasing
CH,2021-01-09,450,Decreasing
CY,2021-01-09,14,Stable
CZ,2021-01-09,1151,Increasing
DE,2021-01-09,5918,Increasing
DK,2021-01-09,197,Increasing
EE,2021-01-09,37,Increasing
ES,2021-01-09,1037,Decreasing
FI,2021-01-09,28,Decreasing
FR,2021-01-09,2674,Stable
GB,2021-01-09,6892,Increasing
GR,2021-01-09,306,Decreasing
HR,2021-01-09,326,Decreasing
HU,2021-01-09,773,Decreasing
IE,2021-01-09,84,Increasing
IS,2021-01-09,0,Stable
IT,2021-01-09,3409,Decreasing
LI,2021-01-09,6,Stable
LT,2021-01-09,291,Stable
LU,2021-01-09,32,Decreasing
LV,2021-01-09,150,Increasing
MT,2021-01-09,12,Decreasing
NL,2021-01-09,742,Increasing
NO,2021-01-09,36,Increasing
PL,2021-01-09,1953,Decreasing
PT,2021-01-09,656,Stable
RO,2021-01-09,673,Decreasing
SE,2021-01-09,706,Increasing
SI,2021-01-09,199,Decreasing
SK,2021-01-09,586,Increasing
AT,2021-01-16,426,Decreasing
BE,2021-01-16,358,Decreasing
BG,2021-01-16,377,Decreasing
CH,2021-01-16,412,Decreasing
CY,2021-01-16,25,Increasing
CZ,2021-01-16,1237,Increasing
DE,2021-01-16,6096,Increasing
DK,2021-01-16,205,Increasing
EE,2021-01-16,42,Increasing
ES,2021-01-16,1440,Increasing
FI,2021-01-16,33,Increasing
FR,2021-01-16,2537,Increasing
