location,target_end_date,observed,trend
FI,2020-07-18,35,Decreasing
FR,2020-07-18,2947,Increasing
GB,2020-07-18,5113,Stable
GR,2020-07-18,211,Increasing
HR,2020-07-18,581,Increasing
HU,2020-07-18,86,Increasing
IE,2020-07-18,139,Increasing
IS,2020-07-18,5,Stable
IT,2020-07-18,1389,Decreasing
LI,2020-07-18,2,Increasing
LT,2020-07-18,57,Increasing
LU,2020-07-18,641,Increasing
LV,2020-07-18,16,Increasing
MT,2020-07-18,1,Decreasing
NL,2020-07-18,703,Increasing
NO,2020-07-18,51,Decreasing
PL,2020-07-18,2225,Stable
PT,2020-07-18,2169,Stable
RO,2020-07-18,4612,Increasing
SE,2020-07-18,1662,Decreasing
SI,2020-07-18,113,Increasing
SK,2020-07-18,83,Stable
AT,2020-07-25,798,Increasing
BE,2020-07-25,2021,Increasing
BG,2020-07-25,1674,Increasing
CH,2020-07-25,810,Increasing
CY,2020-07-25,16,Increasing
CZ,2020-07-25,1357,Increasing
DE,2020-07-25,3592,Increasing
DK,2020-07-25,265,Increasing
EE,2020-07-25,12,Increasing
ES,2020-07-25,12166,Increasing
FI,2020-07-25,56,Stable
FR,2020-07-25,5037,Increasing
GB,2020-07-25,4615,Increasing
GR,2020-07-25,183,Increasing
HR,2020-07-25,539,Stable
HU,2020-07-25,109,Increasing
IE,2020-07-25,119,Increasing
IS,2020-07-25,5,Decreasing
IT,2020-07-25,1648,Increasing
LI,2020-07-25,0,Decreasing
LT,2020-07-25,42,Increasing
LU,2020-07-25,706,Increasing
LV,2020-07-25,17,Increasing
MT,2020-07-25,11,Increasing
NL,2020-07-25,1280,Increasing
NO,2020-07-25,83,Stable
PL,2020-07-25,2876,Increasing
PT,2020-07-25,1565,Decreasing
RO,2020-07-25,6987,Increasing
SE,2020-07-25,1384,Decreasing
SI,2020-07-25,126,Increasing
SK,2020-07-25,165,Increasing
AT,2020-08-01,907,Increasing
BE,2020-08-01,3675,Increasing
BG,2020-08-01,1524,Stable
CH,2020-08-01,1110,Increasing
CY,2020-08-01,67,Increasing
CZ,2020-08-01,1487,Increasing
DE,2020-08-01,4689,Increasing
DK,2020-08-01,351,Increasing
EE,2020-08-01,39,Increasing
ES,2020-08-01,16101,Increasing
FI,2020-08-01,71,Increasing
FR,2020-08-01,6582,Increasing
GB,2020-08-01,5261,Increasing
GR,2020-08-01,421,Increasing
HR,2020-08-01,432,Decreasing
HU,2020-08-01,102,Increasing
IE,2020-08-01,240,Increasing
IS,2020-08-01,50,Increasing
IT,2020-08-01,1968,Increasing
LI,2020-08-01,2,Increasing
LT,2020-08-01,132,Increasing
LU,2020-08-01,604,Increasing
LV,2020-08-01,32,Decreasing
MT,2020-08-01,159,Increasing
NL,2020-08-01,2093,Increasing
NO,2020-08-01,142,Increasing
PL,2020-08-01,3724,Increasing
PT,2020-08-01,1355,Decreasing
RO,2020-08-01,8433,Increasing
SE,2020-08-01,1560,Decreasing
SI,2020-08-01,105,Decreasing
SK,2020-08-01,196,Increasing
AT,2020-08-08,709,Stable
BE,2020-08-08,3999,Increasing
BG,2020-08-08,1507,Stable
CH,2020-08-08,1039,Increasing
CY,2020-08-08,108,Increasing
CZ,2020-08-08,1536,Increasing
DE,2020-08-08,5683,Increasing
DK,2020-08-08,653,Increasing
EE,2020-08-08,75,Increasing
ES,2020-08-08,25840,Increasing
FI,2020-08-08,150,Increasing
FR,2020-08-08,9467,Increasing
GB,2020-08-08,5821,Stable
GR,2020-08-08,834,Increasing
HR,2020-08-08,319,Decreasing
HU,2020-08-08,127,Increasing
IE,2020-08-08,535,Increasing
IS,2020-08-08,62,Increasing
IT,2020-08-08,2271,Increasing
LI,2020-08-08,0,Decreasing
LT,2020-08-08,139,Increasing
LU,2020-08-08,376,Decreasing
LV,2020-08-08,50,Increasing
MT,2020-08-08,190,Increasing
NL,2020-08-08,3466,Increasing
NO,2020-08-08,346,Increasing
PL,2020-08-08,4821,Increasing
PT,2020-08-08,1227,Decreasing
RO,2020-08-08,8512,Increasing
SE,2020-08-08,1980,Increasing
SI,2020-08-08,76,Decreasing
SK,2020-08-08,229,Increasing
AT,2020-08-15,1052,Increasing
BE,2020-08-15,4468,Increasing
BG,2020-08-15,990,Decreasing
CH,2020-08-15,1473,Increasing
CY,2020-08-15,96,Increasing
CZ,2020-08-15,1656,Increasing
DE,2020-08-15,7492,Increasing
DK,2020-08-15,1041,Increasing
EE,2020-08-15,37,Increasing
ES,2020-08-15,28451,Increasing
FI,2020-08-15,162,Increasing
FR,2020-08-15,16769,Increasing
GB,2020-08-15,7616,Increasing
GR,2020-08-15,1437,Increasing
HR,2020-08-15,877,Increasing
HU,2020-08-15,224,Increasing
IE,2020-08-15,547,Increasing
IS,2020-08-15,44,Increasing
IT,2020-08-15,3335,Increasing
LI,2020-08-15,5,Increasing
LT,2020-08-15,181,Increasing
LU,2020-08-15,270,Decreasing
LV,2020-08-15,27,Increasing
MT,2020-08-15,313,Increasing
NL,2020-08-15,4438,Increasing
NO,2020-08-15,366,Increasing
PL,2020-08-15,4923,Increasing
PT,2020-08-15,1444,Stable
RO,2020-08-15,8751,Increasing
SE,2020-08-15,2062,Increasing
SI,2020-08-15,154,Increasing
SK,2020-08-15,289,Increasing
AT,2020-08-22,1863,Increasing
BE,2020-08-22,3599,Stable
BG,2020-08-22,798,Decreasing
CH,2020-08-22,1703,Increasing
CY,2020-08-22,88,Increasing
CZ,2020-08-22,1899,Increasing
DE,2020-08-22,9254,Increasing
DK,2020-08-22,756,Increasing
EE,2020-08-22,81,Increasing
ES,2020-08-22,43241,Increasing
FI,2020-08-22,222,Increasing
FR,2020-08-22,21758,Increasing
GB,2020-08-22,7222,Increasing
GR,2020-08-22,1523,Increasing
HR,2020-08-22,1480,Increasing
HU,2020-08-22,256,Increasing
IE,2020-08-22,717,Increasing
IS,2020-08-22,59,Increasing
IT,2020-08-22,4698,Increasing
LI,2020-08-22,6,Increasing
LT,2020-08-22,223,Increasing
LU,2020-08-22,323,Decreasing
LV,2020-08-22,18,Decreasing
MT,2020-08-22,229,Increasing
NL,2020-08-22,3552,Increasing
NO,2020-08-22,334,Increasing
PL,2020-08-22,5091,Increasing
PT,2020-08-22,1471,Stable
RO,2020-08-22,8170,Stable
SE,2020-08-22,1693,Stable
SI,2020-08-22,216,Increasing
SK,2020-08-22,461,Increasing
AT,2020-08-29,1813,Increasing
BE,2020-08-29,3131,Decreasing
BG,2020-08-29,1033,Decreasing
CH,2020-08-29,2095,Increasing
CY,2020-08-29,75,Decreasing
CZ,2020-08-29,2304,Increasing
DE,2020-08-29,8904,Increasing
DK,2020-08-29,540,Stable
EE,2020-08-29,98,Increasing
ES,2020-08-29,53232,Increasing
FI,2020-08-29,146,Stable
FR,2020-08-29,33136,Increasing
GB,2020-08-29,8151,Increasing
GR,2020-08-29,1596,Increasing
HR,2020-08-29,1961,Increasing
HU,2020-08-29,536,Increasing
IE,2020-08-29,812,Increasing
IS,2020-08-29,42,Decreasing
IT,2020-08-29,8717,Increasing
LI,2020-08-29,7,Increasing
LT,2020-08-29,237,Increasing
LU,2020-08-29,NA,NA
LV,2020-08-29,48,Stable
MT,2020-08-29,270,Increasing
NL,2020-08-29,3586,Stable
NO,2020-08-29,312,Stable
PL,2020-08-29,5058,Stable
PT,2020-08-29,1996,Increasing
RO,2020-08-29,8289,Stable
SE,2020-08-29,844,Decreasing
SI,2020-08-29,217,Increasing
SK,2020-08-29,526,Increasing
AT,2020-09-05,2156,Increasing
BE,2020-09-05,3226,Decreasing
BG,2020-09-05,886,Stable
CH,2020-09-05,2235,Increasing
CY,2020-09-05,17,Decreasing
CZ,2020-09-05,3658,Increasing
DE,2020-09-05,8011,Stable
DK,2020-09-05,957,Stable
EE,2020-09-05,128,Increasing
ES,2020-09-05,59703,Increasing
FI,2020-09-05,218,Increasing
FR,2020-09-05,43748,Increasing
GB,2020-09-05,11412,Increasing
GR,2020-09-05,1409,Stable
HR,2020-09-05,1878,Increasing
HU,2020-09-05,2223,Increasing
IE,2020-09-05,814,Increasing
IS,2020-09-05,36,Decreasing
IT,2020-09-05,9485,Increasing
LI,2020-09-05,1,Decreasing
LT,2020-09-05,209,Stable
LU,2020-09-05,271,NA
LV,2020-09-05,44,Increasing
MT,2020-09-05,167,Decreasing
NL,2020-09-05,4647,Stable
NO,2020-09-05,685,Increasing
PL,2020-09-05,4148,Decreasing
PT,2020-09-05,2495,Increasing
RO,2020-09-05,8031,Stable
SE,2020-09-05,1027,Decreasing
SI,2020-09-05,288,Increasing
SK,2020-09-05,684,Increasing
AT,2020-09-12,3201,Increasing
BE,2020-09-12,4653,Increasing
BG,2020-09-12,841,Stable
CH,2020-09-12,2747,Increasing
CY,2020-09-12,22,Decreasing
CZ,2020-09-12,7649,Increasing
DE,2020-09-12,9483,Stable
DK,2020-09-12,1821,Increasing
EE,2020-09-12,164,Increasing
ES,2020-09-12,67337,Increasing
FI,2020-09-12,324,Increasing
FR,2020-09-12,54257,Increasing
GB,2020-09-12,21010,Increasing
GR,2020-09-12,1650,Stable
HR,2020-09-12,1629,Stable
HU,2020-09-12,3933,Increasing
IE,2020-09-12,1196,Increasing
IS,2020-09-12,26,Decreasing
IT,2020-09-12,9959,Increasing
LI,2020-09-12,3,Decreasing
LT,2020-09-12,276,Increasing
LU,2020-09-12,263,NA
LV,2020-09-12,39,Increasing
MT,2020-09-12,260,Stable
NL,2020-09-12,7312,Increasing
NO,2020-09-12,783,Increasing
PL,2020-09-12,3263,Decreasing
PT,2020-09-12,3367,Increasing
RO,2020-09-12,8522,Stable
SE,2020-09-12,1520,Stable
SI,2020-09-12,481,Increasing
SK,2020-09-12,927,Increasing
AT,2020-09-19,4962,Increasing
BE,2020-09-19,8270,Increasing
BG,2020-09-19,928,Stable
CH,2020-09-19,2579,Increasing
CY,2020-09-19,45,Decreasing
CZ,2020-09-19,12905,Increasing
DE,2020-09-19,11590,Increasing
DK,2020-09-19,2879,Increasing
EE,2020-09-19,220,Increasing
ES,2020-09-19,73714,Increasing
FI,2020-09-19,417,Increasing
FR,2020-09-19,66058,Increasing
GB,2020-09-19,25184,Increasing
GR,2020-09-19,1942,Increasing
HR,2020-09-19,1357,Decreasing
HU,2020-09-19,5095,Increasing
IE,2020-09-19,1808,Increasing
IS,2020-09-19,145,Increasing
IT,2020-09-19,10272,Increasing
LI,2020-09-19,2,Decreasing
LT,2020-09-19,399,Increasing
LU,2020-09-19,559,NA
LV,2020-09-19,51,Stable
MT,2020-09-19,425,Increasing
NL,2020-09-19,11679,Increasing
NO,2020-09-19,779,Increasing
PL,2020-09-19,4680,Stable
PT,2020-09-19,4715,Increasing
RO,2020-09-19,9164,Stable
SE,2020-09-19,1732,Increasing
SI,2020-09-19,706,Increasing
SK,2020-09-19,1093,Increasing
AT,2020-09-26,4774,Increasing
BE,2020-09-26,12055,Increasing
BG,2020-09-26,1178,Increasing
CH,2020-09-26,2581,Stable
CY,2020-09-26,106,Increasing
CZ,2020-09-26,14988,Increasing
DE,2020-09-26,12660,Increasing
DK,2020-09-26,3777,Increasing
EE,2020-09-26,290,Increasing
ES,2020-09-26,76441,Increasing
FI,2020-09-26,712,Increasing
FR,2020-09-26,83360,Increasing
GB,2020-09-26,38919,Increasing
GR,2020-09-26,2250,Increasing
HR,2020-09-26,1282,Decreasing
HU,2020-09-26,6157,Increasing
IE,2020-09-26,2022,Increasing
IS,2020-09-26,294,Increasing
IT,2020-09-26,11535,Increasing
LI,2020-09-26,6,Increasing
LT,2020-09-26,665,Increasing
LU,2020-09-26,515,Increasing
LV,2020-09-26,139,Increasing
MT,2020-09-26,259,Increasing
NL,2020-09-26,17848,Increasing
NO,2020-09-26,769,Stable
PL,2020-09-26,7650,Increasing
PT,2020-09-26,4914,Increasing
RO,2020-09-26,9685,Increasing
SE,2020-09-26,2686,Increasing
SI,2020-09-26,882,Increasing
SK,2020-09-26,2054,Increasing
AT,2020-10-03,5041,Increasing
BE,2020-10-03,14820,Increasing
BG,2020-10-03,1521,Increasing
CH,2020-10-03,2520,Stable
CY,2020-10-03,118,Increasing
CZ,2020-10-03,17311,Increasing
DE,2020-10-03,14228,Increasing
DK,2020-10-03,3089,Increasing
EE,2020-10-03,412,Increasing
ES,2020-10-03,73451,Stable
FI,2020-10-03,949,Increasing
FR,2020-10-03,76642,Increasing
GB,2020-10-03,50740,Increasing
GR,2020-10-03,2385,Increasing
HR,2020-10-03,1394,Decreasing
HU,2020-10-03,6640,Increasing
IE,2020-10-03,3108,Increasing
IS,2020-10-03,271,Increasing
IT,2020-10-03,14647,Increasing
LI,2020-10-03,6,Increasing
LT,2020-10-03,794,Increasing
LU,2020-10-03,476,Increasing
LV,2020-10-03,365,Increasing
MT,2020-10-03,246,Stable
NL,2020-10-03,24266,Increasing
NO,2020-10-03,735,Stable
PL,2020-10-03,12160,Increasing
PT,2020-10-03,5308,Increasing
RO,2020-10-03,12830,Increasing
SE,2020-10-03,3360,Increasing
SI,2020-10-03,1139,Increasing
SK,2020-10-03,3721,Increasing
AT,2020-10-10,6858,Increasing
BE,2020-10-10,29308,Increasing
BG,2020-10-10,2801,Increasing
CH,2020-10-10,5984,Increasing
CY,2020-10-10,162,Increasing
CZ,2020-10-10,33400,Increasing
DE,2020-10-10,22423,Increasing
DK,2020-10-10,2780,Stable
EE,2020-10-10,269,Increasing
ES,2020-10-10,71180,Stable
FI,2020-10-10,1709,Increasing
FR,2020-10-10,110825,Increasing
GB,2020-10-10,110827,Increasing
GR,2020-10-10,2465,Increasing
HR,2020-10-10,2531,Increasing
HU,2020-10-10,6879,Increasing
IE,2020-10-10,4046,Increasing
IS,2020-10-10,588,Increasing
IT,2020-10-10,26743,Increasing
LI,2020-10-10,20,Increasing
LT,2020-10-10,999,Increasing
LU,2020-10-10,805,Increasing
LV,2020-10-10,577,Increasing
MT,2020-10-10,477,Increasing
NL,2020-10-10,38761,Increasing
NO,2020-10-10,1104,Increasing
PL,2020-10-10,23498,Increasing
PT,2020-10-10,7327,Increasing
RO,2020-10-10,18338,Increasing
SE,2020-10-10,4168,Increasing
SI,2020-10-10,1922,Increasing
SK,2020-10-10,6476,Increasing
AT,2020-10-17,8525,Increasing
BE,2020-10-17,56184,Increasing
BG,2020-10-17,4789,Increasing
CH,2020-10-17,14054,Increasing
CY,2020-10-17,428,Increasing
CZ,2020-10-17,54822,Increasing
DE,2020-10-17,37006,Increasing
DK,2020-10-17,2859,Decreasing
EE,2020-10-17,206,Decreasing
ES,2020-10-17,75448,Stable
FI,2020-10-17,1286,Increasing
FR,2020-10-17,146685,Increasing
GB,2020-10-17,114584,Increasing
GR,2020-10-17,2854,Increasing
HR,2020-10-17,4829,Increasing
HU,2020-10-17,8220,Increasing
IE,2020-10-17,6964,Increasing
IS,2020-10-17,538,Increasing
IT,2020-10-17,53042,Increasing
LI,2020-10-17,75,Increasing
LT,2020-10-17,1443,Increasing
LU,2020-10-17,957,Increasing
LV,2020-10-17,796,Increasing
MT,2020-10-17,805,Increasing
NL,2020-10-17,53581,Increasing
NO,2020-10-17,903,Increasing
PL,2020-10-17,45592,Increasing
PT,2020-10-17,12481,Increasing
RO,2020-10-17,24065,Increasing
SE,2020-10-17,4749,Increasing
SI,2020-10-17,4164,Increasing
SK,2020-10-17,9689,Increasing
AT,2020-10-24,13988,Increasing
BE,2020-10-24,92294,Increasing
BG,2020-10-24,8454,Increasing
CH,2020-10-24,29231,Increasing
CY,2020-10-24,935,Increasing
CZ,2020-10-24,81970,Increasing
DE,2020-10-24,61618,Increasing
DK,2020-10-24,4470,Increasing
EE,2020-10-24,299,Decreasing
ES,2020-10-24,109572,Increasing
FI,2020-10-24,1248,Increasing
FR,2020-10-24,217868,Increasing
GB,2020-10-24,148582,Increasing
GR,2020-10-24,5060,Increasing
HR,2020-10-24,9198,Increasing
HU,2020-10-24,11282,Increasing
IE,2020-10-24,7430,Increasing
IS,2020-10-24,396,Increasing
IT,2020-10-24,101973,Increasing
LI,2020-10-24,155,Increasing
LT,2020-10-24,2652,Increasing
LU,2020-10-24,2380,Increasing
LV,2020-10-24,1075,Increasing
MT,2020-10-24,887,Increasing
NL,2020-10-24,63020,Increasing
NO,2020-10-24,1380,Increasing
PL,2020-10-24,74716,Increasing
PT,2020-10-24,18054,Increasing
RO,2020-10-24,29325,Increasing
SE,2020-10-24,7394,Increasing
SI,2020-10-24,8858,Increasing
SK,2020-10-24,12948,Increasing
AT,2020-10-31,25462,Increasing
BE,2020-10-31,123820,Increasing
BG,2020-10-31,15282,Increasing
CH,2020-10-31,50598,Increasing
CY,2020-10-31,903,Increasing
CZ,2020-10-31,84305,Increasing
DE,2020-10-31,100748,Increasing
DK,2020-10-31,6940,Increasing
EE,2020-10-31,554,Increasing
ES,2020-10-31,139546,Increasing
FI,2020-10-31,1416,Decreasing
FR,2020-10-31,278983,Increasing
GB,2020-10-31,157650,Increasing
GR,2020-10-31,9259,Increasing
HR,2020-10-31,15357,Increasing
HU,2020-10-31,19223,Increasing
IE,2020-10-31,5348,Increasing
IS,2020-10-31,471,Decreasing
IT,2020-10-31,174921,Increasing
LI,2020-10-31,201,Increasing
LT,2020-10-31,5450,Increasing
LU,2020-10-31,4283,Increasing
LV,2020-10-31,1427,Increasing
MT,2020-10-31,669,Increasing
NL,2020-10-31,68607,Increasing
NO,2020-10-31,2582,Increasing
PL,2020-10-31,120785,Increasing
PT,2020-10-31,25170,Increasing
RO,2020-10-31,35546,Increasing
SE,2020-10-31,13761,Increasing
SI,2020-10-31,13033,Increasing
SK,2020-10-31,18389,Increasing
AT,2020-11-07,40602,Increasing
BE,2020-11-07,64939,Stable
BG,2020-11-07,21641,Increasing
CH,2020-11-07,57662,Increasing
CY,2020-11-07,1340,Increasing
CZ,2020-11-07,76118,Increasing
DE,2020-11-07,123735,Increasing
DK,2020-11-07,7879,Increasing
EE,2020-11-07,1028,Increasing
ES,2020-11-07,143154,Increasing
FI,2020-11-07,1428,Stable
FR,2020-11-07,379511,Increasing
GB,2020-11-07,159781,Increasing
GR,2020-11-07,15558,Increasing
HR,2020-11-07,15388,Increasing
HU,2020-11-07,29622,Increasing
IE,2020-11-07,3399,Decreasing
IS,2020-11-07,198,Decreasing
IT,2020-11-07,223060,Increasing
LI,2020-11-07,227,Increasing
LT,2020-11-07,7829,Increasing
LU,2020-11-07,4672,Increasing
LV,2020-11-07,1986,Increasing
MT,2020-11-07,997,Increasing
NL,2020-11-07,50204,Stable
NO,2020-11-07,3912,Increasing
PL,2020-11-07,158909,Increasing
PT,2020-11-07,32261,Increasing
RO,2020-11-07,55660,Increasing
SE,2020-11-07,22106,Increasing
SI,2020-11-07,9963,Increasing
SK,2020-11-07,19332,Increasing
AT,2020-11-14,50275,Increasing
BE,2020-11-14,37112,Decreasing
BG,2020-11-14,22950,Increasing
CH,2020-11-14,45222,Increasing
CY,2020-11-14,1296,Increasing
CZ,2020-11-14,47009,Decreasing
DE,2020-11-14,131068,Increasing
DK,2020-11-14,6848,Increasing
EE,2020-11-14,1479,Increasing
ES,2020-11-14,129759,Increasing
FI,2020-11-14,1586,Increasing
FR,2020-11-14,204033,Stable
GB,2020-11-14,172915,Increasing
GR,2020-11-14,17701,Increasing
HR,2020-11-14,17140,Increasing
HU,2020-11-14,31780,Increasing
IE,2020-11-14,2671,Decreasing
IS,2020-11-14,123,Decreasing
IT,2020-11-14,242062,Increasing
LI,2020-11-14,190,Increasing
LT,2020-11-14,10581,Increasing
LU,2020-11-14,4125,Increasing
LV,2020-11-14,2351,Increasing
MT,2020-11-14,878,Stable
NL,2020-11-14,37806,Decreasing
NO,2020-11-14,4191,Increasing
PL,2020-11-14,169478,Increasing
PT,2020-11-14,37726,Increasing
RO,2020-11-14,56186,Increasing
SE,2020-11-14,30894,Increasing
SI,2020-11-14,9852,Stable
SK,2020-11-14,14208,Stable
AT,2020-11-21,43366,Increasing
BE,2020-11-21,25624,Decreasing
BG,2020-11-21,23262,Increasing
CH,2020-11-21,33466,Decreasing
CY,2020-11-21,1358,Increasing
CZ,2020-11-21,32521,Decreasing
DE,2020-11-21,128972,Increasing
DK,2020-11-21,8557,Increasing
EE,2020-11-21,1963,Increasing
ES,2020-11-21,98139,Decreasing
FI,2020-11-21,2389,Increasing
FR,2020-11-21,171052,Decreasing
GB,2020-11-21,149027,Stable
GR,2020-11-21,17611,Increasing
HR,2020-11-21,18566,Increasing
HU,2020-11-21,33575,Increasing
IE,2020-11-21,2617,Decreasing
IS,2020-11-21,83,Decreasing
IT,2020-11-21,235979,Increasing
LI,2020-11-21,144,Decreasing
LT,2020-11-21,11629,Increasing
LU,2020-11-21,3831,Stable
LV,2020-11-21,2513,Increasing
MT,2020-11-21,905,Increasing
NL,2020-11-21,36777,Decreasing
NO,2020-11-21,3918,Increasing
PL,2020-11-21,152357,Increasing
PT,2020-11-21,44704,Increasing
RO,2020-11-21,59623,Increasing
SE,2020-11-21,30940,Increasing
SI,2020-11-21,10162,Decreasing
SK,2020-11-21,12155,Decreasing
AT,2020-11-28,34815,Stable
BE,2020-11-28,17544,Decreasing
BG,2020-11-28,21050,Stable
CH,2020-11-28,27689,Decreasing
CY,2020-11-28,1772,Increasing
CZ,2020-11-28,27899,Decreasing
DE,2020-11-28,125561,Stable
DK,2020-11-28,8719,Stable
EE,2020-11-28,2323,Increasing
ES,2020-11-28,71478,Decreasing
FI,2020-11-28,3097,Increasing
FR,2020-11-28,80452,Decreasing
GB,2020-11-28,111789,Decreasing
GR,2020-11-28,12913,Decreasing
HR,2020-11-28,23283,Increasing
HU,2020-11-28,34410,Increasing
IE,2020-11-28,1799,Decreasing
IS,2020-11-28,102,Decreasing
IT,2020-11-28,184001,Decreasing
LI,2020-11-28,148,Decreasing
LT,2020-11-28,13644,Increasing
LU,2020-11-28,3647,Decreasing
LV,2020-11-28,3817,Increasing
MT,2020-11-28,787,Decreasing
NL,2020-11-28,34262,Decreasing
NO,2020-11-28,3194,Decreasing
PL,2020-11-28,130118,Decreasing
PT,2020-11-28,34736,Stable
RO,2020-11-28,53174,Stable
SE,2020-11-28,34834,Increasing
SI,2020-11-28,9973,Stable
SK,2020-11-28,13920,Decreasing
AT,2020-12-05,24902,Decreasing
BE,2020-12-05,15494,Decreasing
BG,2020-12-05,19097,Decreasing
CH,2020-12-05,26207,Decreasing
CY,2020-12-05,1829,Increasing
CZ,2020-12-05,25530,Decreasing
DE,2020-12-05,125467,Stable
DK,2020-12-05,10504,Increasing
EE,2020-12-05,2802,Increasing
ES,2020-12-05,56439,Decreasing
FI,2020-12-05,3059,Increasing
FR,2020-12-05,72150,Decreasing
GB,2020-12-05,100799,Decreasing
GR,2020-12-05,11534,Decreasing
HR,2020-12-05,23761,Increasing
HU,2020-12-05,38873,Increasing
IE,2020-12-05,2006,Decreasing
IS,2020-12-05,105,Decreasing
IT,2020-12-05,145459,Decreasing
LI,2020-12-05,133,Decreasing
LT,2020-12-05,14569,Increasing
LU,2020-12-05,3608,Stable
LV,2020-12-05,4226,Increasing
MT,2020-12-05,814,Stable
NL,2020-12-05,38314,Stable
NO,2020-12-05,2527,Decreasing
PL,2020-12-05,80680,Decreasing
PT,2020-12-05,27934,Decreasing
RO,2020-12-05,42363,Decreasing
SE,2020-12-05,35783,Increasing
SI,2020-12-05,10518,Stable
SK,2020-12-05,18953,Increasing
AT,2020-12-12,19237,Decreasing
BE,2020-12-12,13217,Decreasing
BG,2020-12-12,18108,Decreasing
CH,2020-12-12,29334,Stable
CY,2020-12-12,2664,Increasing
CZ,2020-12-12,31243,Stable
DE,2020-12-12,146960,Stable
DK,2020-12-12,18258,Increasing
EE,2020-12-12,3213,Increasing
ES,2020-12-12,45928,Decreasing
FI,2020-12-12,2914,Increasing
FR,2020-12-12,82851,Decreasing
GB,2020-12-12,124985,Decreasing
GR,2020-12-12,9274,Decreasing
HR,2020-12-12,25069,Increasing
HU,2020-12-12,32666,Stable
IE,2020-12-12,1808,Decreasing
IS,2020-12-12,76,Stable
IT,2020-12-12,115784,Decreasing
LI,2020-12-12,130,Stable
LT,2020-12-12,18451,Increasing
LU,2020-12-12,3738,Stable
LV,2020-12-12,4259,Increasing
MT,2020-12-12,678,Decreasing
NL,2020-12-12,56263,Increasing
NO,2020-12-12,2730,Decreasing
PL,2020-12-12,72427,Decreasing
PT,2020-12-12,26060,Decreasing
RO,2020-12-12,43555,Decreasing
SE,2020-12-12,41186,Increasing
SI,2020-12-12,10706,Stable
SK,2020-12-12,28926,Increasing
AT,2020-12-19,17817,Decreasing
BE,2020-12-19,20601,Increasing
BG,2020-12-19,12077,Decreasing
CH,2020-12-19,30158,Stable
CY,2020-12-19,2581,Increasing
CZ,2020-12-19,43414,Increasing
DE,2020-12-19,170722,Increasing
DK,2020-12-19,24490,Increasing
EE,2020-12-19,3506,Increasing
ES,2020-12-19,66661,Stable
FI,2020-12-19,2419,Decreasing
FR,2020-12-19,94099,Increasing
GB,2020-12-19,173263,Increasing
GR,2020-12-19,6643,Decreasing
HR,2020-12-19,20464,Stable
HU,2020-12-19,23775,Decreasing
IE,2020-12-19,3020,Increasing
IS,2020-12-19,69,Decreasing
IT,2020-12-19,112308,Decreasing
LI,2020-12-19,249,Increasing
LT,2020-12-19,20731,Increasing
LU,2020-12-19,2973,Decreasing
LV,2020-12-19,5251,Increasing
MT,2020-12-19,520,Decreasing
NL,2020-12-19,76218,Increasing
NO,2020-12-19,2779,Stable
PL,2020-12-19,67410,Decreasing
PT,2020-12-19,26087,Decreasing
RO,2020-12-19,36044,Decreasing
SE,2020-12-19,47022,Increasing
SI,2020-12-19,9532,Stable
SK,2020-12-19,37656,Increasing
AT,2020-12-26,14335,Decreasing
BE,2020-12-26,14270,Stable
BG,2020-12-26,6355,Decreasing
CH,2020-12-26,24208,Stable
CY,2020-12-26,2309,Increasing
CZ,2020-12-26,48733,Increasing
DE,2020-12-26,155865,Increasing
DK,2020-12-26,19561,Increasing
EE,2020-12-26,3808,Increasing
ES,2020-12-26,57715,Stable
FI,2020-12-26,1714,Decreasing
FR,2020-12-26,89549,Increasing
GB,2020-12-26,251786,Increasing
GR,2020-12-26,4629,Decreasing
HR,2020-12-26,11325,Decreasing
HU,2020-12-26,15340,Decreasing
IE,2020-12-26,6618,Increasing
IS,2020-12-26,62,Decreasing
IT,2020-12-26,100676,Decreasing
LI,2020-12-26,266,Increasing
LT,2020-12-26,19263,Increasing
LU,2020-12-26,1481,Decreasing
LV,2020-12-26,5522,Increasing
MT,2020-12-26,620,Decreasing
NL,2020-12-26,73280,Increasing
NO,2020-12-26,3096,Increasing
PL,2020-12-26,59847,Decreasing
PT,2020-12-26,22209,Decreasing
RO,2020-12-26,25816,Decreasing
SE,2020-12-26,28928,Decreasing
SI,2020-12-26,9171,Stable
SK,2020-12-26,37365,Increasing
AT,2021-01-02,13961,Decreasing
BE,2021-01-02,11139,Stable
BG,2021-01-02,5496,Decreasing
CH,2021-01-02,24099,Decreasing
CY,2021-01-02,3909,Increasing
CZ,2021-01-02,67900,Increasing
DE,2021-01-02,128248,Stable
DK,2021-01-02,16374,Stable
EE,2021-01-02,3762,Increasing
ES,2021-01-02,73314,Increasing
FI,2021-01-02,1754,Decreasing
FR,2021-01-02,91016,Stable
GB,2021-01-02,343784,Increasing
GR,2021-01-02,4595,Decreasing
HR,2021-01-02,7950,Decreasing
HU,2021-01-02,11326,Decreasing
IE,2021-01-02,11532,Increasing
IS,2021-01-02,71,Stable
IT,2021-01-02,102442,Stable
LI,2021-01-02,196,Increasing
LT,2021-01-02,16709,Stable
LU,2021-01-02,1206,Decreasing
LV,2021-01-02,6110,Increasing
MT,2021-01-02,756,Stable
NL,2021-01-02,58178,Stable
NO,2021-01-02,3588,Increasing
PL,2021-01-02,58823,Decreasing
PT,2021-01-02,30874,Increasing
