geoRegion,variant_type,date,entries,sumTotal,freq,prct_mean7d,prct,prct_lower_ci,prct_upper_ci,timeframe_all,type,version,classification,data_source
CHFL,all_sequenced,2021-02-12,120,18903,1,100,100,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.318,2021-02-12,0,3,0,0,0,0,14.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.529,2021-02-12,0,0,0,0,0,0,14.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.7,2021-02-12,71,2006,0.5917,57.73592594996867,59.2,38.8,76.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.351,2021-02-12,3,76,0.025,2.0821094019851785,2.5,0.3,18.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.525,2021-02-12,0,4,0,0.10351966873706005,0,0,14.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.526,2021-02-12,0,0,0,0,0,0,14.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.1,2021-02-12,0,0,0,0,0,0,14.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.2,2021-02-12,0,2,0,0.10351966873706005,0,0,14.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,C.37,2021-02-12,0,0,0,0,0,0,14.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,other_lineages,2021-02-12,42,16675,0.35,38.952406163052885,35,18.7,55.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.1,2021-02-12,2,12,0.0167,0.6845238095238095,1.7,0.1,17.6,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.2,2021-02-12,0,16,0,0,0,0,14.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,NA,2021-02-12,2,109,0.0167,1.0418429065208883,1.7,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,all_sequenced,2021-02-13,143,19046,1,100,100,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.318,2021-02-13,0,3,0,0,0,0,12.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.529,2021-02-13,0,0,0,0,0,0,12.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.7,2021-02-13,82,2088,0.5734,58.53354499758772,57.3,38.7,74.1,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.351,2021-02-13,6,82,0.042,1.9809189257947022,4.2,0.8,19.3,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.525,2021-02-13,0,4,0,0.19280538302277433,0,0,12.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.526,2021-02-13,0,0,0,0,0,0,12.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.1,2021-02-13,0,0,0,0,0,0,12.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.2,2021-02-13,0,2,0,0.10351966873706005,0,0,12.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,C.37,2021-02-13,0,0,0,0,0,0,12.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,other_lineages,2021-02-13,54,16729,0.3776,38.077406163052885,37.8,21.9,56.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.1,2021-02-13,0,12,0,0.6845238095238095,0,0,12.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.2,2021-02-13,0,16,0,0,0,0,12.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,NA,2021-02-13,1,110,0.007,1.0683359157848953,0.7,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,all_sequenced,2021-02-14,96,19142,1,100,100,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.318,2021-02-14,0,3,0,0,0,0,17,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.529,2021-02-14,0,0,0,0,0,0,17,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.7,2021-02-14,55,2143,0.5729,57.32940197381181,57.3,35.6,76.5,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.351,2021-02-14,0,82,0,1.8265641026449868,0,0,17,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.525,2021-02-14,0,4,0,0.19280538302277433,0,0,17,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.526,2021-02-14,0,0,0,0,0,0,17,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.1,2021-02-14,0,0,0,0,0,0,17,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.2,2021-02-14,0,2,0,0.10351966873706005,0,0,17,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,C.37,2021-02-14,0,0,0,0,0,0,17,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,other_lineages,2021-02-14,38,16767,0.3958,39.4359040099785,39.6,21.1,61.6,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.1,2021-02-14,3,15,0.0312,0.6845238095238095,3.1,0.4,21.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.2,2021-02-14,0,16,0,0,0,0,17,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,all_sequenced,2021-02-15,131,19273,1,100,100,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.318,2021-02-15,0,3,0,0,0,0,13.1,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.529,2021-02-15,0,0,0,0,0,0,13.1,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.7,2021-02-15,75,2218,0.5725,55.43781529961644,57.3,38.4,74.2,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.351,2021-02-15,0,82,0,1.8547967395732758,0,0,13.1,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.525,2021-02-15,0,4,0,0.08928571428571429,0,0,13.1,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.526,2021-02-15,0,0,0,0,0,0,13.1,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.1,2021-02-15,0,0,0,0,0,0,13.1,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.2,2021-02-15,0,2,0,0,0,0,13.1,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,C.37,2021-02-15,0,0,0,0,0,0,13.1,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,other_lineages,2021-02-15,56,16823,0.4275,41.34395972238204,42.7,25.8,61.6,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.1,2021-02-15,0,15,0,0.6845238095238095,0,0,13.1,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.2,2021-02-15,0,16,0,0,0,0,13.1,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,all_sequenced,2021-02-16,160,19433,1,100,100,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.318,2021-02-16,0,3,0,0,0,0,11.6,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.529,2021-02-16,0,0,0,0,0,0,11.6,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.7,2021-02-16,90,2308,0.5625,55.581075993724596,56.2,38.6,72.4,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.351,2021-02-16,1,83,0.0063,1.6187192577330822,0.6,0,12.7,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.525,2021-02-16,1,5,0.0063,0.08928571428571429,0.6,0,12.7,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.526,2021-02-16,0,0,0,0,0,0,11.6,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.1,2021-02-16,0,0,0,0,0,0,11.6,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.2,2021-02-16,0,2,0,0,0,0,11.6,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,C.37,2021-02-16,0,0,0,0,0,0,11.6,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,other_lineages,2021-02-16,67,16890,0.4188,41.91296698630456,41.9,26,59.7,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.1,2021-02-16,0,15,0,0.44642857142857145,0,0,11.6,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.2,2021-02-16,0,16,0,0,0,0,11.6,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,NA,2021-02-16,1,111,0.0063,0.9461225282653855,0.6,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,all_sequenced,2021-02-17,179,19612,1,100,100,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.318,2021-02-17,0,3,0,0,0,0,9.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.529,2021-02-17,0,0,0,0,0,0,9.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.7,2021-02-17,99,2407,0.5531,57.67498208763069,55.3,39.1,70.4,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.351,2021-02-17,2,85,0.0112,1.2097948488086734,1.1,0.1,11.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.525,2021-02-17,0,5,0,0.08928571428571429,0,0,9.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.526,2021-02-17,0,0,0,0,0,0,9.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.1,2021-02-17,0,0,0,0,0,0,9.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.2,2021-02-17,0,2,0,0,0,0,9.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,C.37,2021-02-17,0,0,0,0,0,0,9.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,other_lineages,2021-02-17,78,16968,0.4358,40.13740921074678,43.6,28.6,59.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.1,2021-02-17,0,15,0,0.636904761904762,0,0,9.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.2,2021-02-17,0,16,0,0,0,0,9.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,all_sequenced,2021-02-18,88,19700,1,100,100,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.318,2021-02-18,0,3,0,0,0,0,19.3,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.529,2021-02-18,0,0,0,0,0,0,19.3,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.7,2021-02-18,40,2447,0.4545,61.463247393753136,45.5,24.4,68.2,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.351,2021-02-18,4,89,0.0455,1.2097948488086734,4.5,0.6,26,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.525,2021-02-18,0,5,0,0.08928571428571429,0,0,19.3,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.526,2021-02-18,0,0,0,0,0,0,19.3,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.1,2021-02-18,0,0,0,0,0,0,19.3,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.2,2021-02-18,0,2,0,0,0,0,19.3,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,C.37,2021-02-18,0,0,0,0,0,0,19.3,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,other_lineages,2021-02-18,43,17011,0.4886,36.79557247605291,48.9,27.1,71,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.1,2021-02-18,0,15,0,0.1904761904761905,0,0,19.3,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.2,2021-02-18,0,16,0,0,0,0,19.3,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,NA,2021-02-18,1,112,0.0114,0.920020235496426,1.1,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,all_sequenced,2021-02-19,118,19818,1,100,100,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.318,2021-02-19,0,3,0,0,0,0,14.3,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.529,2021-02-19,0,0,0,0,0,0,14.3,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.7,2021-02-19,71,2518,0.6017,63.743587010515874,60.2,40.2,77.3,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.351,2021-02-19,1,90,0.0085,1.2948288624141155,0.8,0,15.7,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.525,2021-02-19,0,5,0,0.08928571428571429,0,0,14.3,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.526,2021-02-19,0,0,0,0,0,0,14.3,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.1,2021-02-19,0,0,0,0,0,0,14.3,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.2,2021-02-19,0,2,0,0,0,0,14.3,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,C.37,2021-02-19,0,0,0,0,0,0,14.3,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,other_lineages,2021-02-19,46,17057,0.3898,34.43019884568473,39,22.1,59.1,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.1,2021-02-19,0,15,0,0.1904761904761905,0,0,14.3,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.2,2021-02-19,0,16,0,0,0,0,14.3,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,all_sequenced,2021-02-20,75,19893,1,100,100,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.318,2021-02-20,0,3,0,0,0,0,20.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.529,2021-02-20,0,0,0,0,0,0,20.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.7,2021-02-20,54,2572,0.72,66.33712442548186,72,46.5,88.4,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.351,2021-02-20,1,91,0.0133,1.6307132161556122,1.3,0.1,22.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.525,2021-02-20,0,5,0,0,0,0,20.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.526,2021-02-20,0,0,0,0,0,0,20.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.1,2021-02-20,0,0,0,0,0,0,20.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.2,2021-02-20,0,2,0,0,0,0,20.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,C.37,2021-02-20,0,0,0,0,0,0,20.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,other_lineages,2021-02-20,19,17076,0.2533,31.339212451126908,25.3,10,50.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.1,2021-02-20,1,16,0.0133,0.36054421768707484,1.3,0.1,22.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.2,2021-02-20,0,16,0,0,0,0,20.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,all_sequenced,2021-02-21,105,19998,1,100,100,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.318,2021-02-21,0,3,0,0,0,0,15.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.529,2021-02-21,0,0,0,0,0,0,15.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.7,2021-02-21,88,2660,0.8381,68.77622296992757,83.8,62.9,94,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.351,2021-02-21,0,91,0,2.1513684056056936,0,0,15.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.525,2021-02-21,0,5,0,0.1360544217687075,0,0,15.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.526,2021-02-21,0,0,0,0,0,0,15.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.1,2021-02-21,0,0,0,0,0,0,15.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.2,2021-02-21,0,2,0,0,0,0,15.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,C.37,2021-02-21,0,0,0,0,0,0,15.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,other_lineages,2021-02-21,17,17093,0.1619,28.24340429546241,16.2,6,37.1,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.1,2021-02-21,0,16,0,0.36054421768707484,0,0,15.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.2,2021-02-21,0,16,0,0,0,0,15.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,all_sequenced,2021-02-22,168,20166,1,100,100,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.318,2021-02-22,0,3,0,0,0,0,10.5,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.529,2021-02-22,0,0,0,0,0,0,10.5,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.7,2021-02-22,123,2783,0.7321,71.72149198662515,73.2,56.2,85.3,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.351,2021-02-22,1,92,0.006,1.7571197970713708,0.6,0,11.5,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.525,2021-02-22,0,5,0,0.1360544217687075,0,0,10.5,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.526,2021-02-22,0,0,0,0,0,0,10.5,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.1,2021-02-22,0,0,0,0,0,0,10.5,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.2,2021-02-22,0,2,0,0,0,0,10.5,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,C.37,2021-02-22,0,0,0,0,0,0,10.5,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,other_lineages,2021-02-22,44,17137,0.2619,25.854721549636803,26.2,14.2,43.1,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.1,2021-02-22,0,16,0,0.36054421768707484,0,0,10.5,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.2,2021-02-22,0,16,0,0,0,0,10.5,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,all_sequenced,2021-02-23,168,20334,1,100,100,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.318,2021-02-23,0,3,0,0,0,0,11.1,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.529,2021-02-23,0,0,0,0,0,0,11.1,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.7,2021-02-23,125,2908,0.744,73.25874070558456,74.4,56.9,86.5,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.351,2021-02-23,5,97,0.0298,2.632732162632495,3,0.5,15.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.525,2021-02-23,0,5,0,0.1360544217687075,0,0,11.1,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.526,2021-02-23,0,0,0,0,0,0,11.1,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.1,2021-02-23,0,0,0,0,0,0,11.1,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.2,2021-02-23,0,2,0,0,0,0,11.1,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,C.37,2021-02-23,0,0,0,0,0,0,11.1,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,other_lineages,2021-02-23,34,17171,0.2024,23.27574750830565,20.2,9.7,37.4,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.1,2021-02-23,2,18,0.0119,0.5266571744977061,1.2,0.1,13.1,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.2,2021-02-23,0,16,0,0,0,0,11.1,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,NA,2021-02-23,2,114,0.0119,0.7746893758798521,1.2,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,all_sequenced,2021-02-24,105,20439,1,100,100,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.318,2021-02-24,0,3,0,0,0,0,15.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.529,2021-02-24,0,0,0,0,0,0,15.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.7,2021-02-24,76,2984,0.7238,74.76440963982492,72.4,50.7,87,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.351,2021-02-24,5,102,0.0476,2.442255972156304,4.8,0.8,23,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.525,2021-02-24,1,6,0.0095,0.1360544217687075,1,0,17.3,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.526,2021-02-24,0,0,0,0,0,0,15.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.1,2021-02-24,0,0,0,0,0,0,15.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.2,2021-02-24,0,2,0,0,0,0,15.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,C.37,2021-02-24,0,0,0,0,0,0,15.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,other_lineages,2021-02-24,23,17194,0.219,22.151030955017667,21.9,9.3,43.4,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.1,2021-02-24,0,18,0,0.3361809840215156,0,0,15.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.2,2021-02-24,0,16,0,0,0,0,15.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,all_sequenced,2021-02-25,112,20551,1,100,100,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.318,2021-02-25,0,3,0,0,0,0,14.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.529,2021-02-25,0,0,0,0,0,0,14.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.7,2021-02-25,74,3058,0.6607,75.84580771629689,66.1,45.2,82.1,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.351,2021-02-25,2,104,0.0179,2.688561390875516,1.8,0.2,17.8,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.525,2021-02-25,0,6,0,0.1360544217687075,0,0,14.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.526,2021-02-25,0,0,0,0,0,0,14.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.1,2021-02-25,0,0,0,0,0,0,14.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.2,2021-02-25,0,2,0,0,0,0,14.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,C.37,2021-02-25,0,0,0,0,0,0,14.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,other_lineages,2021-02-25,36,17230,0.3214,20.823327459826487,32.1,16.6,53.1,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.1,2021-02-25,0,18,0,0.3361809840215156,0,0,14.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.2,2021-02-25,0,16,0,0,0,0,14.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,all_sequenced,2021-02-26,86,20637,1,100,100,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.318,2021-02-26,0,3,0,0,0,0,18.6,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
